id,English,Twi
id_tityk3lg9c,Protective parents (whether man or animal) always make sure their children are safe and well-cared for.,Awofoɔ a wɔbɔ wɔn ho ban (sɛ wɔyɛ onipa anaa aboa) hwɛ hu bere nyinaa sɛ wɔn mma nni ahobammɔ na wɔhwɛ wɔn yiye.
id_5oai6uli1l,"they also like showing off, very dynamic in their doings, and they have a strong spirit, and they are always happy.","Wᴐyε hyewhyew, wᴐdanedane wᴐn akwan, wᴐn honhom mu yε duru, na wᴐn ani gye wᴐn ho pa ara."
id_n0x9c8q3a5,The number of coronavirus cases in the world is increasing.,Nnipa dodow a wɔanya coronavirus wɔ wiase no renya nkɔanim.
id_4qsl6ohewz,"Oats, rice and wheat: Experts say that these three foods are very important during pregnancy.","Ootu, ɛmo ne wheat: Animdefoɔ kyerɛ sɛ, saa nnuane mmiɛnsa yi ho hia pa ara berɛ a ɔbaa afa afuro."
id_amh3dqteec,The residents mistook the weed for a flower at the beginning.,Nnipa a wɔte hɔ no dii mfomso buu nwura no sɛ nhwiren wɔ mfiase no.
id_q09g7exk4c,Building a new structure will destroy the environment.,Ɔdan foforo a wobesi no bɛsɛe nneɛma a atwa yɛn ho ahyia no.
id_1ea8rmaci0,People are eagerly waiting for the next presidential address.,Nkorɔforɔ no ho pere wɔn retwɛn ɔmanpanin no anom nsɛm a ɛdi hɔ no.
id_aqhp6pkt99,c.A person has been bitten or caught by an animal and killed.,c.Aboa bi aka anaa akyere obi akum no.
id_jjkpzi2say,"When a hunter finds a bullet on his way to a specific part of the forest, it means another hunter has headed in that direction, so he should head in another direction.","Sɛ ɔbɔfoɔ bi rekɔ ha na ɔhunu atoduro wɔ beaeɛ a ɔrekɔ no a, ɛkyerɛ sɛ ɔbɔfoɔ foforɔ adi kan wɔ saa ɛpɔ no mu enti ɛwɔ sɛ ɔsane."
id_xet3gopf9k,"The protein also binds to the high levels of the amino acid arginine, which increases insulin levels in the body, both of which can help control blood pressure.","Nnuanennuro protein a εwᴐ mu no nso kita amino acid arginine a εwᴐ soro, a εno ma insulin a εwᴐ nipadu no mu no kᴐ soro, a ne mmienu nyinaa tumi boa hwε mogya mu asikyire soᴐ."
id_d82zcraccd,A new maternity centre will be built in Bia West Districtdistrict in Ghana,Wɔbɛsi awobea foforɔ wɔ Bia West Districtdistrict wɔ Ghana
id_3x3aprpu2t,"Aside of the United Kingdom where she was the Queen, she was also the sovereign Queen for other fourteen (14) states.","Sɛ United Kingdom a na Ɔhemmaa yi di so no da nkyɛn a, na ɔsane di aman ahodoɔ dunan so."
id_ibx2thjomg,"And again, because it is a metal, people think there can't be a hole in it, so they can even allow it to rust.","Afei, ԑsiane sԑ ԑyԑ dadeԑ nti, nkurᴐfoᴐ dwene sԑ ԑho ntumi mmᴐ tokuro, enti wᴐtumi gyae no ma no we nnadekye ara si."
id_ktr1j4f561,The ministry of health funds the biggest portion of the project.,Asoɛeɛ a ɛhwɛ apɔmuden nsɛm so no na ɛde sika kɛseɛ hyɛɛ dwumadie no mu.
id_52sr1s8s2o,Blood pressure depends on how the heart functions.,Mogyaborosoɔ gyina sɛdeɛ akoma no si fa yɛ n'adwuma so.
id_pasm9fa5j0,People do not want to associate with failures.,Nkorɔfoɔ mpɛ sɛ wɔbɛdi nkuguo.
id_hxytfglbst,Individuals have taken the initiative to ease access to education for the people.,Ankorankoro ayɛ nea edi kan sɛ wɔbɛma nhomasua a wobenya no ayɛ mmerɛw ama ɔmanfo.
id_eqjmm54g1d,Several trade unions have appealed to the government during these difficult times to cut their salaries and cut some of their benefits.,Adwumayɛfoɔ nkabomkuo ahodoɔ pii de wɔn nsɛm akɔto aban no anim wɔ mmerɛ a ɛmu ayɛ den yi mu sɛ ɔntoto wɔn akatua mu na ɔmpagyapagya wɔn nneɛma binom mu.
id_30b5kosvh1,The meat and its juice have anti-inflammatory properties,Nwanam ne ɛho nsuo no tumi ko tia nnwodwoeɛ
id_txdermg5iu,"because of how important childbearing is to the Akans, so they don't joke with pregnant women.","Awoɔ so mfasoɔ a na Akanfoɔ ahunu nti, na wɔmfa ɔbaa a wafa afuro no nni agorɔ koraa."
id_5apzx0g2n1,"The rushes begin to disappear from the person's face, and the legs and feet will be last.","Nsaa no hyε aseε yera firi onipa no anim, na ne nan ase ne ne nan ho atwa toᴐ."
id_90qs4vhocq,The district chairman reshuffled the executive because of inefficiencies in service provision.,Ɔmantam no guamtrani no sesaa adwumayɛfo panyin no esiane ɔsom adwuma a wɔantumi anyɛ yiye nti.
id_hji946wv09,"It is used by Nigerian men as a remedy for men with low ejaculation, low ejaculation, and erectile dysfunction, helping to increase libido.","Alata mmarima de yε nnuro ma mmarima a wᴐn ho nni wᴐ, wᴐn a wᴐn ho nsuo no wᴐ fam, ne wᴐn a wᴐn barima no ntumi nnyina so nkyεre, na εboa ma akᴐnnᴐ kᴐ soro."
id_mktlhkv9nf,The teacher reported the students who are fond of standing on their desks while making noise.,Tikyani no kɔbɔɔ sukuuni no a ɔtaa gyina n'adesua pono so berɛ a ɔreyɛ dede no soboɔ.
id_772e7as5v5,People have neglected instructions of burying animals which died of Anthrax.,Nkorɔfoɔ abu wɔn ani agu akwankyerɛ a wɔde ma sɛ wɔnsie mmoa a wɔwuwu wɔ mogya a ayɛ hye yadeɛ (Anthrax) ho.
id_9vdglkpbtx,In the Greater Accra region: the Greater Accra region is the eighth region on the ladder whose people live in extreme poverty according to the research.,Nkran Mantam mu: Nkran Mantam no ne mantam a ɛtɔ so nwɔtwe wɔ amantam ahodoɔ a wɔdi hia pa ara ho nhwehwɛmu yi mu.
id_89ewapbrce,"Growth is judging me, I have completely forgotten those practices.","Enyini reyi me atɛn, Mapa saa nneyɔeɛ no ho koraa."
id_cgljwj48p6,"For raw fruit dishes, use it for raw foods and fruit and fruit products without any extracts such as whole grain breads, biscuits and other such dishes.","Sԑ wode bԑdi nnuaba a wɔpɔre ho nnuane deԑ, fa di nnuane a wɔmpɔree ne nnuaba ho na wɔde aduaba mu no biribiara ayԑ a wɔanyi ebi amfiri mu bi te sԑ paanoo a nnuaba no biribiara wɔ mu, biskati ne nnuane ahodoɔ binom a ԑtete saa."
id_31h15bzhpy,Palm wine is also full of Vitamin E.,Vaetamɛn E wɔ nsafufuo mu pa ara
id_7ep3iydgot,delayed payments were as a result of dwindling revenue.,Na sika a wɔkyɛe no fi sika a wonyae a ɛso tew.
id_udsjdjutus,Local governments lack funds to improve service provision.,Mpɔtam hɔ nnisoɔ ahodoɔ nni sika a wɔde bɛma ɔsom adwuma no atu mpɔn.
id_fnjasjmdw3,Research shows that letting it sprout before eating increases the content of the substance which helps slow down growth and skin wrinkles.,"Nhwehwεmu kyerε sε, sε woma no fifi ansa na w’awe a, εma adeε a εwᴐ mu a εboa brε nyini ne honam twintwam ase no kᴐ soro."
id_lexuekyfr6,Fishmongers need market stalls for proper handling and preservation of fish.,Nsuomnamtɔnfoɔ hia aguadibea a ɛbɛboa ama wɔatumi adi nsuomunam wɔakora no yiye.
id_ylx72wrken,It's the duty of parents to raise their children responsibly.,Ɛyɛ awofoɔ asɛdeɛ sɛ wɔtete wɔn mma kwan papa so.
id_z928m5mqtv,We need to raise awareness on smoking and its dangers to protect people from lung cancer,Ɛsɛ sɛ yɛma nkurɔfoɔ ani ba wɔn ho so wɔ tawanom ne ɛso nsunsuanso a ɛyɛ hu no ho sɛdeɛ ɛbɛyɛ a yɛbɛbɔ wɔn ho ban afiri ahrawa mu kokoam ho.
id_kzsl0m9e4a,"What legal documentation is needed to start a business, inquiring about the necessary legal paperwork for initiating a business.","Mmara mu nkrataa bɛn na ɛhia ansa na obi atumi adi dwa, nhwehwɛmu a ɛfa nkrataasɛm a ɛhia wɔ adwadie mfiaseɛ mu."
id_sora1gzua8,"For example, animals have made food abundant throughout the world.","Ebi ne sɛ, aboa ama nnuane abu so wɔ wiase yi mu baabiara."
id_1kkq09p4lx,She celebrated her seventieth year of being the Queen on 6th February in this very year.,Ↄgyefoↄ bosome no da a ɛtↄ so 6 mu wↄ afe yi ara mu no na ↄdii ne mfeɛ aduoson soↄ a ↄde bɛdi akↄnnwa no.
id_8jdw1wxb3c,People satisfy themselves while being greedy to others.,Nkorɔfoɔ ma wɔn ho tɔ wɔn berɛ a wɔyɛ adifudepɛ wɔ afoforɔ so.
id_m64ordzrxt,That agreement has maintained peace in Northern Ghana for many years.,Saa apam no ama asomdwoe akɔ so wɔ Ghana Atifi fam mfe pii.
id_lxn10xhfau,Does this mean that the past is not good?,Yei kyerɛ sɛ tete asetena no nyɛ papa anaa?
id_mh20is4kwl,Staff recruitment was strictly by merit and given to those who passed interviews.,Na adwumayɛfo a wɔfa wɔn adwuma mu no gyina wɔn mmɔdenbɔ so katee na wɔde maa wɔn a wotwaa nsɛm a wobisabisaa wɔn no.
id_n69lcpw9bq,These students who were presented to the General Legal Council (GLC) by the Ghana School of Law are all trained lawyers.,"Saa asuafoɔ a Ghana Alɔyafoɔ Nteteeɛbea, Ghana School of Law daa wɔn adi de wɔn maa General Legal Council (GLC) no yɛ alɔyafoɔ kuo ahodoɔ a wɔagye nteteeɛ no nyinaa na aka abom."
id_q4tbnaqu6e,We shall not tolerate people who take the law into their hands.,Yɛnsosɔ nnipa a wɔde mmara hyɛ wɔn nsam no so.
id_gisiguhjk3,the last thing to talk about is humility.,Adeɛ a ɛtwa toɔ a yɛbɛka ho asɛm ne ahobrɛaseɛ.
id_t883qpbos7,"The more often this water is released, the more it causes various diseases in the body.",Mpɛn dodoɔ a nsuo yi rekyi no na ɛde yadeɛ ahodoɔ reba nipadua no mu.
id_y9hs5ehnw4,The attendance of mothers for postnatal care is low due to the lack of awareness about its benefits.,Ɛnanom a wɔba awo akyi hwɛ no sua esiane mfaso a ɛwɔ so ho nimdeɛ a wonni nti.
id_xbgkr925h6,"In case of any abnormal symptoms, please seek medical advice.","Sɛ yare bi ho sɛnkyerɛnne biara a ɛnteɛ a, yɛsrɛ sɛ hwehwɛ aduruyɛfo afotu."
id_k3g5ic3fik,The peoples' hostility is complicating the health workers' job of suppressing outbreaks.,Nnipa no nitan rema akwahosan ho adwumayɛfo adwuma a ɛne sɛ wobesiw ɔyaredɔm a ɛpae no ano no ayɛ den.
id_uchg7xac9f,"Scholars have shown that, this vitamin E is responsible for protecting the skin against some infections.","Animdefoɔ kyerɛ sɛ, saa Vaetamɛn E no na ɛbɔ onipa honam ho ban firi honam ani nyarewa binom ho."
id_obx14infb7,"Recognizing academic excellence, the government has provided bursaries to the best performing students, supporting their education.",nnansa yi mmeawa dodow a wɔwɔ sukuu ahorow mu no akɔ soro.
id_78e114lz64,The district chairman referred to the action of the students as being barbaric,Ɔmantam no guamtrani no kaa adeyɛ a sukuufo no yɛe no ho asɛm sɛ ɛyɛ atirimɔdensɛm
id_usnj1u0zi4,Disease outbreaks can be mitigated through community engagement.,Wobetumi abrɛ nyarewa a ɛpae ase denam mpɔtam hɔfo a wɔde wɔn ho bɛhyɛ mu so.
id_1n5db36w4m,The institute aims at addressing challenges faced by livestock farmers in Ghana.,Asoeɛ no atirimpɔ ne sɛ wɔbɛboa asiesie ɔhaw ahodoɔ a akuafoɔ a wɔnyɛn mmoa hyia wɔ Ghana ha no.
id_dkoodn4lle,He gets a feeling of theft so great that he eats into it to complete the theft itself.,Ɔnya korɔnobɔ ho atenka kɛseɛ pa ara ma no didi mu kɔwie korɔnobɔ no ankasa.
id_bu3nwivb3q,On average how many doctors need to work in a hospital?,"Sɛ wɔkyekyem pɛpɛɛpɛ a, nnuruyɛfo baahe na ɛsɛ sɛ wɔyɛ adwuma wɔ ayaresabea?"
id_yig2u7vw8p,Police have been investigating this murder for some time.,Polisifoɔ ayɛ awudisɛm yi mu nhwehwɛmu bere tenten ni.
id_aj2w6id3ax,Its a good thing to celebrate the many years a school exists in the community.,Ɛyɛ adeɛ papa sɛ wobedi mfe pii a sukuu bi adi wɔ mpɔtam hɔ no ho afahyɛ.
id_g0uh7b5yfh,Motorcycles could be of great importance to the health sector.,Moto betumi ayɛ nea ɛho hia kɛse wɔ akwahosan ho adwumayɛkuw no mu.
id_o6n7uo7orc,the first thing that can lead a married man or woman to kill his wife or her husband is truthfulness.,Adeɛ a ɛdi kan a ɛtumi ma obi adi ne yere anaa ne kunu awu ne nokorɛdie.
id_f20m7a7714,They can make a lot of money from their businesses,Wɔtumi nya sika pii firi wɔn nnwuma mu
id_hb03y8dnap,People cut down trees to get firewood and sell charcoal and get money.,Nkorɔfoɔ twa nnua de nya egya na wɔatɔn bidie anya sika.
id_nf68q2jc3m,People go to the market to buy goods from traders.,Nkorɔfoɔ kɔ dwam kɔtɔ nnoɔma firi adwadifoɔ nkyɛn.
id_pun5qh0cjn,Money is needed in the fight against diseases.,Sika ho hia wɔ nyarewa a wɔko tia no mu.
id_c2s92w9wqf,"First, it helps sieve the blood vessels to removes dirt and waste products from it.","Deɛ ɛdi kan ne sɛ, ɛboa sɔne mogya a ɛdi aforosianeɛ wɔ nipadua no mu no yi ɛfi ne ɛborɔ firi mu."
id_k86scw7yv2,Segregation as a result of politics hinders development s.,mpaapaemu a efi amammuisɛm mu ba no siw nkɔso kwan s.
id_vfkns7d8dy,The people thanked the district leaders for the help they rendered to them.,Nkorɔfoɔ no daa mansini akannifoɔ no ase wɔ mmoa a wɔde boaa wɔn.
id_tdmftyxp9k,The hospital provides health services at a regional level.,Ayaresabea no di wɔ dwuma wɔ mantam no nyinaa mu
id_rn8v8q1oqr,The people have received funds from the government for business purposes.,Nkurɔfo no anya sika afi aban hɔ de ayɛ adwuma.
id_xuogiow7ri,"He pointed out that this is why we should stop that trade, because if we don’t stop, the cedi can’t stand on its feet.","Ↄkyerɛɛ sɛ wei nti ɛsɛ sɛ yɛgyae saa dwa no di, ɛsiane sɛ sɛ yɛannyae a, sidi no ntumi nnyina ne nan so."
id_moqfran6b3,Half of the sixty million number of refugees are below the age of eighteen years.,Atukɔtenafɔ ɔpepem aduosia no mu fa nni mfe dunwɔtwe.
id_is4sujvaht,Good business rerations between China and Ghana will create more jobs for Ghanaian youths.,Adwuma mu ayɔnkofa ɛda China ne Ghana ntam ɛbɛma Ghanafo ɔbabunu anya adwuma pii.
id_nra9tape8a,These Portuguese founded the first Government at Elmina on the Gold Coast.,Portugal foᴐ a wᴐfrε wᴐn Portuguese yi sii Aban a εdi kan koraa wᴐ Edena (Elmina) a εwᴐ Sika Mpoano.
id_9efwlsc22r,The victims were permanent resident in the area.,Na wɔn a wɔakum wɔn no te mpɔtam hɔ daa.
id_2b3u6lz8tm,How do you fix mistrust in a relationship?,Wobɛyɛ dɛn asiesie ahotoso a wonni wɔ abusuabɔ bi mu?
id_hgbnprpuoe,Children should minimize play with neighbors in order to prevent coronavirus infections,Ɛsɛ sɛ mmofra brɛ agodie a wɔne afipamfo di no ase sɛnea ɛbɛyɛ a wobesiw coronavirus yare mmoawa ano
id_tgkle045s7,Judge Olalekan Olatawura of the High Court at Ado-Eliti in Nigeria has sentenced Ojo Afebayo a young man to life imprisonment.,Ɔtɛmmuafoɔ Olalekan Olatawura a ɔwɔ Asɛnnibea Kɛseɛ a ɛwɔ Ado-Ekiti wɔ Alataman mu ahyɛ sɛ aberanteɛ a ne din de Ojo Adebayo nkɔda afiase ne nkwa nna nyinaa.
id_e3jegmljbg,Young people will be taught that agriculture is also a very lucrative occupation;,"Wɔbɛma mmabunu ahunu sɛ, kuayɔ nso yɛ adwuma a sika wom pa ara;"
id_qc9h8wirdr,"Many University Students graduate with results they did not work for , this is because there is a lot of examination malpractice in schools.","Suapɔn Asuafoɔ bebree awie a abodin krataa a wokura no wɔanyɛ ho adwuma, yei te saa ɛfiri sɛ sɔhwɛ mu nneyɛeɛ bɔne pii wɔ sukuu ahodoɔ mu."
id_lli6jj0k46,Death leaves a headache no one can heal.,Owu gyaw tiyɛ a obiara ntumi nsa.
id_etvl7lquzv,"Asthma that we contract from work places can be worrying, but Tuberculosis and lung diseases that is caused by dust is very dangerous.","Ntehyeewa a yεtumi nya no wᴐ nnwuma mu no ha adwene deε, nanso home a εtwitwa sisi na εnsisi soᴐ ne aherawa mu nyarewa a mfuturo de brε onipa no ani yε nyan."
id_bkyfi1g5lh,People and animals will be vaccinated against diseases.,Wɔbɛwɔ nnipa ne mmoa paneɛ de asi nyarewa ano.
id_anv26r95rb,"After all, it is also important to protect ourselves so that we can survive if we go out in an earthquake-prone area.","Yei nyinaa akyi no, ɛho hia nso sɛ yɛbɔ yɛn ho ban sɛdeɛ ɛbɛyɛ a sɛ yɛkɔpue baabi a asasewosoɔ taa sisi a yɛbɛtumi anya yɛn tiri adidi mu."
id_t1exbtriut,Refugees are taking up creative ways of earning an income.,aguanfo refa akwan foforo so anya sika.
id_h0law2mjvg,The Ashanti prepared the fields by burning before the onset of the rainy season and cultivated with an iron hoe.,Ashantifo no siesiee mfuw no denam hyew a wɔhyew ansa na osutɔ bere no refi ase no so na wɔde dade akuturuku yɛɛ kua.
id_t3flrn4mal,One region is more naturally resourceful compared to the other.,"Sɛ wɔde ɔmantam biako toto ɔfoforo no ho a, ɛwɔ abɔde mu nneɛma pii."
id_neyvunkk4r,Health facility visits are aimed at ensuring that patients are getting good health care,Akwahosan adwumayɛbea nsrahwɛ atirimpɔw ne sɛ wɔbɛhwɛ ahu sɛ ayarefo renya akwahosan ho nhyehyɛe pa
id_ksezbtnfe7,It is not only the activities and activities that bring pleasure in sex.,Ԑnyԑ dwumadie ne nneԑma a ԑde mpa mu agodie nam nko ara na ԑde anigyeԑ ba wᴐ mpenatweԑ mu.
id_k32mr17uwm,"This feeling of theft comes to them suddenly, we so it’s not something they help good sit down and organize.","Korɔnobɔ atenka yi ba wɔn mu mpofirem, we enti ɛnyɛ adeɛ a wɔboa pa tena ase hyehyɛ ho."
id_2eubgvwr8d,Pigs are also very valuable animals,Mprako nso yɛ mmoa a sika wom pa ara.
id_sbq03z6wz1,Fundraisers join the effort to raise funds for a common cause.,Wɔn a wɔboaboa sika ano no de wɔn ho hyɛ adwumaden a wɔde boaboa sika ano ma adepɔtee.
id_oqu8m1zhz2,He spent a week working on patients with sick eyes.,Ɔde dapɛn biako yɛɛ ayarefo a wɔn ani yare ho adwuma.
id_c5beo8ltbp,People are advised to use the right measures when starting up a church.,Wɔtu nkorɔfoɔ fo sɛ wɔmfa nhyehyɛeɛ pa nni dwuma berɛ a wɔrehyɛ asɔre ase.
id_wgmq7obo84,There are no funds allocated to help the disabled in rural areas.,Yɛnni sika a wɔde boa abubuafoɔ wɔ nkuraase.
id_n4juoote9p,He said to all leaders in position to perform their roles as required to give the country a good stand.,Ɔde to obiara a ɔwɔ akanni gyinabea wɔ ɔman no mu anim sɛ ɛsɛ sɛ obia yɛ ne adwuma wɔ nea ɛsɛ sɛ ɔyɛ na ama ɔman mma no asetra pa.
id_ras2ngyfxu,"Medical persons made this call while discussing physical, mental and social well -being.","Aduruyɛfoɔ yɛɛ saa ɔfrɛ yi berɛ a wɔresusu honam fam, adwene ne asetena mu yiedie ho."
id_mut0n11qkc,"Instead, it helps you eat slowly so you don’t gain weight","Mmom, ɛboa ma wodidi nkakrankakra sɛdeɛ ɛbɛyɛ a worenyɛ kɛse mmoro so."
id_a25mjf7z8s,Every citizen has a right to participate in elections.,Ɔman ba biara wɔ hokwan sɛ ɔkɔ abatoɔ mu.
id_09euyq2m8i,"He asked the government to come to the aid of Bomaaman, because they are taken away everywhere","Ↄsrɛɛ aban sɛ ɔmmɛboa Bomaaman, ɛfiri sɛ wɔgye wɔn ho baabiara a ɛnnye."
id_415csmzf76,The funds to build a school resource centre and solar were stolen.,Wɔwiaa sika a wɔde baa sɛ wɔmfa nsi beaeɛ a wɔde sukuu adesua ho nneɛma bɛgu na wɔmfa bi nyɛ anyinam kanea a wɔnya firi awia mu no
id_xoyiwrz5gg,"The effects of the civil war in Ukraine and the Covid-19 pandemic have significantly impacted African countries' development, according to the United Nations Development Programme (UNDP), ""these challenges have led many African nations to face struggles. However, it also presents an opportunity for us to take action and address these issues.""","Nsusuansoɔ a ɔko a asi wɔ Ukraine no anya wɔ Abibiman mpuntuo so no, Amanman Mpuntuo Nhyehyeɛe (UNDP) de too dwa sɛ, ""Ɔko a asi Ukraine no ne Covid-19 yareɛ kɔdiawuo no ama aman ahodoɔ a ɛwɔ Abibirem no ho akyere wɔn yie pa ara, na afei na berɛ aso sɛ yɛyɛ ɛho biribi."""
id_vb5l5avcn0,People should not be worried about the expenditure at their weddings because they can share the costs.,Ɛnsɛ sɛ nkorɔfoɔ dwene wɔn ayeforɔhyia ka ho ɛfiri sɛ wɔbɛtumi akyɛ ka no.
id_z1qkmu6s3g,She is allergic to certain smells and could not tolerate the smell from her shoes.,Ne ho nyɛ mpɛ hua ahodoɔ bi ho na wantumi annye hua a efi ne mpaboa mu no ano.
id_14ib481atx,"Discussions on Ebola, human immunodeficiency virus and Malaria are underway.","Nkɔmmɔbɔ a ɛfa Ebola, nnipa nipadua mu ahoɔden a ɛko tia nyarewa mmoawa ne Malaria ho rekɔ so."
id_6m459m59vr,Some districts receive little funds from the government.,Amansin bi nnya sika kakraa bi fi aban hɔ.
id_0a6zkon82i,The schools were so far from the children's homes.,Ná sukuu ahorow no ne mmofra no afie ntam kwan ware saa.
id_wxyn5tgev5,The district should establish permanent infrastructures for school-going children.,Ɛsɛ sɛ mansini no sisi adan a mmɔfra a wɔkɔ sukuu no bɛtumi atena mu afebɔɔ.
id_q1o98jh8nn,"Many people often say in their language that the small clothes women wear are the cause of rape, no doubt.","Nnipa pii taa ka no wɔ wɔn kasa mu sε ntaadeε nketewa a mmaa hyε yiyi wɔn ho no na εde monaatoɔ ba, akyinnye nni ho deε."
id_y843jdox9v,Community programs can help people to understand the importance of protecting the environment.,Mpɔtam hɔ nhyehyɛe ahorow betumi aboa nkurɔfo ma wɔate hia a ɛho hia sɛ wɔbɔ nneɛma a atwa yɛn ho ahyia ho ban no ase.
id_8iwpjib1ji,If the wound is affecting you quickly,Sԑ dwonsᴐ reka wo ntԑntԑm
id_c97sw2j060,Government dignitaries often donate money on church celebrations.,"Mpɛn pii no, aban mpanyimfo de sika boa asɔre afahyɛ."
id_syzveyaddi,electric poles are fixed in the ground for firmness.,anyinam ahoɔden nnyinaso sisi asase mu ma ɛyɛ den.
id_u1fpy7bdz0,People usually want to take matters into their own hands.,Mpɛn pii no nkorɔfoɔ pɛ sɛ wɔde nsɛm no hyɛ wɔn ankasa nsa.
id_qhs8eyzut2,Health workers will extend health care services to people's homes.,Akwahosan adwumayɛfo bɛtrɛw akwahosan ho nhyehyɛe mu akɔ nkurɔfo afie mu.
id_rktfcozpbh,A school without good latrines needs to be closed.,Ɛsɛ sɛ wɔto sukuu a tiafi pa nni mu.
id_6slsb4k9ov,"When Danquah formed the party, his main objective was to fight for independence for the Gold Coast.","Dankwa teeɛ, a na ne botaeɛ titire ne sɛ wɔde bɛko apɛ fawohodie ama Gold Coast no ano."
id_gxzsjg1g8t,Learn to think clearly.,Sua sɛ wobɛdwene nneɛma ho yie.
id_6ybf3ldqm0,"because of these ,when it is Adae festival the Asante people who are travelled will come and join those at Kumasi to cerebrate to glorify them.","Ɛno nti, sɛ ɛduru Adɛɛ Kɛseɛ biara a, Asanteman adehyeɛ a wɔwɔ bata mu nyinaa de wɔn ntoma bɛbɔ wɔn a wɔwɔ Asanteman mu no deɛ ano ma wɔhyɛ fa yi de kae nnipa titire yinom de hyɛ wɔn animuonyam."
id_e0gt2hu1wf,A woman lost her baby because of the unskilled birth attendant.,Ɔbaa bi hweree n'abɔdoma ɛnam awoɔ gyefoɔ bi a ɔnni nteteeɛ nti.
id_t1viku3xx6,The death toll from malaria remains high every year.,Nnipa dodow a asramma kunkum wɔn no da so ara dɔɔso afe biara.
id_8ueeo6ucea,"Those with corona symptoms usually test positive for the disease, indicating the need for prompt testing and diagnosis to prevent further spread.","Wɔn a wɔwɔ corona sɛnkyerɛnne no taa yɛ nhwehwɛmu hu sɛ yareɛ no wɔ hɔ, na ɛkyerɛ sɛ ɛho hia sɛ wɔyɛ nhwehwɛmu ntɛm na wɔhu sɛdeɛ yareɛ no wɔ na wɔasi ntrɛmu bio ano."
id_h799k3jtcj,"Emirates Airline announced on December 28, 2021, that eight African countries will not be accepted to travel to or through Dubai until further notice due to the spread of the Omicron Covid-19 variant.","Emirates Wiemhyɛn adwumakuo no de too dwa Ↄpɛnimma da a ɛtɔ so 28 wɔ 2021 mu sɛ, Abibiman nnwɔtwe bi wɔ hɔ a wɔmma wɔn kwan mma wɔntu kwan mfa Dubai kɔsi berɛ bi a wɔamma berɛ pɔtee ɛsiane Covid-19 ahodoɔ no mu bi a wɔfrɛ no Omicron no trɛ nti."
id_l9vx886coc,Lawyer Francis-Xavier Sosu,Mmaranimfoɔ Francis-Xavier Sosu.
id_vdnzgr0z4w,"These girls are children between the ages of 10 and 19, the report said.","Amanebɔ no kyerɛɛ sɛ, saa mmaayema yinom yɛ mmɔfra a wɔadi firi mfeɛ du kɔsi dunkron."
id_ng557vukhl,The district has brought people on board in the fight against early pregnancies.,Ɔmantam no de nkurɔfo aba hyɛn no mu wɔ ɔko a wɔreko atia nyinsɛn a woyi ntɛm no mu.
id_fgura5695n,Christian families yieldgood future citizens of the nation.,Kristofo mmusua ma ɔman no mufo a wɔbɛyɛ daakye ɔman mma pa.
id_aiwqx2rsu0,The Eastern Regional member of Parliament Seth Kwame Acheampong has made it known that currently they are building seven hospitals in the various districts in the region dua to their 111 project.,"Apuei fam mantam soafoɔ, Seth Kwame Acheampong, ada no adi sɛ mprempren wɔresi ayaresabea ahorow ason wɔ amansin ahorow mu wɔ ɔmantam no mu wɔ nsɛm a wɔahyehyɛ 111 adwuma ni ase."
id_zv4r8zzgp7,"This is some of the news GSS came out with, you would be updated if any new news concerning this news comes up.","Na eyi yɛ asɛm bi a GSS de too gua no fa, Sɛ nsɛm foforo bi wɔ hɔ a ɛfa saa asɛm yi ho a yɛde bɛbrɛ wo."
id_m87cr5965b,"His brother died in a car accident last month, and he came to work just two days after his wife's funeral.","Ne nuabarima wui wɔ kai akwanhyia mu wɔ ɔsram a etwaam no mu, na ɔbaa adwuma wɔ ne yere ayi akyi nna abien pɛ."
id_0wo6wrieho,"The gentleman explains that when his wife arrived at Asankragua, she turned her son's child over to a 13-year-old girl whom he did not know anywhere to take care of him, and went into the shop to buy some things.","Owura yi kyerɛ mu a, ne yere duruu Asankragua no, ↄdanee ne ba abↄtↄfoa no hyɛɛ abaayewa bi a wadi mfeɛ 13 a ↄnnim no wↄ baabiara nsam sɛ ↄnhwɛ ne so mma no, na ↄrewura dwa no mu atotↄ nneɛma kakra."
id_wyradkxglm,"During his term of office, the Mills government provided a facelift to many teaching, regional and district hospitals across the country by upgrading old facilities and providing newer ones such as more high-tech equipment and more beds in hospitals, particularly at the Tamale Teaching Hospital.","Wɔ n’adwumayɛ berɛ mu no, Mills aban no maa nkyerɛkyerɛ, ɔmantam ne ɔmantam ayaresabea bebree a ɛwɔ ɔman no mu nyinaa yɛɛ n’anim foforɔ denam adan dedaw a wɔyɛɛ no ​​yie ne foforɔ te sɛ mfiridwuma mu nnwinnadeɛ a ɛkorɔn pii ne mpa pii a wɔde ma wɔ ayaresabea ahodoɔ mu, titire wɔ Tamale Nkyerɛkyerɛ Ayaresabea hɔ."
id_mtab4jhttn,The government is not really promoting good hygiene in communities.,Aban no mmoa mma mpɔtam ahodoɔ no mu ahonidie nni mu
id_vdgug27auh,the second district is the Bawku West district. (68.1%),Wɔn a wɔtɔ so mmienu ne Bawku Atɔeɛ Mansini no (68.1%).
id_qg4lis27vy,I for one I sleep under a mosquito net.,mada ntontom dan mo baako pɛ.
